"1220","dranāy drahnāy"
"1221","dramanag"
"1222","drang"
"1223","dranjīdan dranj-"
"1224","dranjišn"
"1225","draxt"
"1226","drāy- drāyišn"
"1227","drayā drayāb"
"1228","drayābār drayābbār"
"1229","drāyānjōyišn"
"1230","drāyānjōyišnīh"
"1231","drāyīdan / drāyistan, drāy-"
"1232","drāyīdanišn"
"1233","drāz"
"1234","drēm"
"1235","driyōš"
"1236","driyōšīh"
"1237","drō"
"1238","drōd"
"1239","drōdādwarīh"
"1240","drōn"
"1241","drōn"
"1242","drōn yaštan"
"1243","drōš"
"1244","drōšag"
"1245","drōšīdan drōš-"
"1246","drōšom"
"1247","drōz-"
"1248","drōzan"
"1249","drōzanīh"
"1250","drubušt"
"1251","drubuštīh"
"1252","drūdan drūn-"
"1253","drust"
"1254","društ"
"1255","drustabed"
"1256","društāwāz društēwāz"
"1257","drustīh"
"1258","društīh"
"1259","druwand"
"1260","druwandīh"
"1261","druxtan drōz-"
"1262","druz"
"1263","dūd"
"1264","dūdag"
"1265","dudīgar"
"1266","duj-"
"1267","dujdaft"
"1268","dujdānāg"
"1269","dujdēn"
"1270","dujdōysrīh dujdōysarīh"
"1271","dujgand"
"1272","dujgandīh"
"1273","dum dumbb"
"1274","dumōmand dumbōmand"
"1275","dūr"
"1276","durgar"
"1277","duš"
"1278","dušāgāh"
"1279","dušāgāhīh"
"1280","dušarz"
"1281","dušcašm"
"1282","dušcašmīh"
"1283","dušcihr"
"1284","dušēwāzīh"
"1285","dušfarrag"
"1286","dušfarragīh"
"1287","dušgōwišn"
"1288","dušhumat"
"1289","dušhūxt"
"1290","dušīh"
"1291","duškām"
"1292","duškanīg"
"1293","duškar"
"1294","duškunišn"
"1295","dušmat"
"1296","dušmen"
"1297","dušmenādīh"
"1298","dušmenīh"
"1299","dušmenišn"
"1300","dušnām"
"1301","dušox"
"1302","dušoxīg"
"1303","dušpādixšāy"
"1304","dušpadixšāyīh"
"1305","dušrā̆m"
"1306","dušrā̆mīh"
"1307","dušraw"
"1308","dušrawīh"
"1309","dušwār"
"1310","dušwārīh"
"1311","dušwīr"
"1312","dušwurrōyišnīh"
"1313","dušxēm"
"1314","dušxwadāyīh"
"1315","dušxwār"
"1316","dušxwaršt"
"1317","duxt"
"1318","duxtār"
"1319","duzd"
"1320","duzdīh"
"1321","duzīdag"
"1322","duzīdan duz-"
"1323","Gozīhr dumb"
